title,description
Turkcell Paycell Bilgim Dışında Kredi İşlemi,"“Öncelikle şikayetvar.com a teşekkür ederim onlar sayesinde çözüme ulaşıldı.
Müşteri temsilcisi arayarak tekrar düzenleme yapıldı ve ücret iadesi yapıldı. Müşteri temsilcisine de teşekkür ederim”"
Turkcell Superbox Bilgim Dışında Daha Fazla Fatura Tutarı Çıkarmış,“Bir kere açma kapama olmuş ben bunu bilmiyordum ücreti alınmamış ama 2 defa yaptığım için yani benim hatam ikinci defa yaptığım hakli olarak Turkcell alacakmış zaten ama sağ olsun Sen bu sefer de almadı çok teşekkürler aynı zamanda müşteri temsilcisi için ayrıca memnun oldum çok kibar ve nazikti tekrar teşekkürler Turkcell.”
Turkcell Superonline Müşteri Hizmetlerine Ulaşabilene Ödül Verilsin!,“Sorunun çözülmesinde emek sarf eden Turkcell kurumsal servis ekibine ve teknik destek ekibine teşekkür ederim.”
Turkcell'e Geçişte Aktivasyon Sorunu Ve Çözüm Eksikliği,"“Teşekkür ederim, sorunum hızlıca çözüldü.”"
Turkcell Personelin Babasının Yeri Gibi Davranması,“Aynı gün içerisinde sorun çözüldü. Teşekkürler...”
Turkcell Hattımdaki Parayı Kullandı,"“Müşteri temsilcileri isteğim doğrultusunda benimle kısa bir süre içinde iletişime geçtiler. Hata yüzünden üzgün olduklarını, faturalandırmayı düzelttiklerini belirttiler, faturalarımı kontrol ettiğimde hatanın düzeltildiğini gördüm. Sorunun hızlı çözümü ve nazik yanıtları için teşekkür ederim :)”"
Turkcell T Htp Click N Play Sorunu,“Teşekkür ederim param iade edildi”
Turkcell'den Şaşırtan Fatura Ve Cayma Bedeli Sürprizleri,“Hızlı bir şekilde dönüş yaparak mağduriyetimi giderdiler. Teşekkür ederim 👍”
Turkcell Superbox Nedeniyle Financell Kredi Gecikmesi,“İlgili şikayetim hemen dönüş sağlandı ve çözüm odaklı davrandıkları için teşekkür ederim.”
Turkcell Hizmet Çözüm Var Mı Yok Mu Sizde,“İlgileri için teşekkürler”
Turkcell Mağazasında Beklenmedik Ücret Farklılıkları Ve Sinir Bozucu Deneyim,“Sorunum kısa süre içerisinde çözüme kavuştu. Teşekkürler.”
Turkcell 9 Gündür Dışarıdan Arama Alamadığım Hattım Halen Kullanılamıyor!,“Sorunum çözüldü teşekkürler hizmetten faydalanıyorum”
Turkcell WhatsApp Engel Yedim,"“Sorun çözüldü, ilgililere teşekkür ederim”"
Yurt Dışında Turkcell Fiyaskosu,"“Geri dönüş sağlayan hanımefendi yardımcı olarak sorunu çözüme kavuşturdu, çok teşekkür ederim”"
Turkcell Tku Ücreti Sorunu,“Teşekkürler”
Turkcell WhatsApp Engel Yedim,"“İlgili konuyla ilgili hemen dönüş yapıldı, sorun giderildi. İletişim için teşekkür ederim”"
Turkcell Cayma Bedeli Ve İzinsiz Paket Tanımlama,“Teşekkürler”
Turkcell Faturasız Hattıma 400 Lira Para Ekledim. Ama Paramı Yediler.,“Sorunları hemen çözdüğünüz için teşekkür ederim.”
Turkcell Fatura Alımı İnsaf,“Teşekkürler düzelttiğiniz için✨”
Turkcell İnternet Bağlantısı Kesildi Ve Mağduriyet Yaşandı,“İlginiz ve hediyeniz için teşekkür ederim. 👍🏻”
Turkcell Habersiz Hat Taşıma,“Şikayetim çözüldü teşekkürler.”
Turkcell Kalan Kullanım Hak Mağduriyeti,“Sorunumla ilgilenildi kısa sürede geri dönüş yapılıp düzeltildi teşekkür ederim şikayet var ve Turkcell e”
Turkcell Superbox Çözümsüz İnternet Yavaşlığı,“Sorun çözüldü para iade edildi. Teşekkürler”
Turkcell Otomatik Ödeme İptalinde Yaşanan Sorunlar,“❤️. Teşekkürler...”
Turkcell Mobil Fatura Ödeme Yansıt Ücreti,“Teşekkürler ilginiz için”
Turkcell Kullanımsız Paket Aşımı,"“Müşteri iletişim merkezinden aranarak sorun çözüldü. 
Teşekkür ederim”"
Turkcell Ve Mobil İmza Çilesi,“Sorunum çözüldü teşekkürler”
Turkcell İnternet Mağduriyeti Ve Çözümsüzlük,“Her şey için teşekkürler”
Turkcell BİP Ve Life Box Üyeliğinin İznim Olmadan Aktif Edilmesi,“Teşekkürler”
Turkcell'in Cayma Bedeli Uyanıklığı,“Teşekkür ederim”
Van AVM Turkcell Şubesindeki Hizmet Kalitesi,“Çok teşekkürler Turkcell sorun çok kısa sürede çözüldü.”
AVM Turkcell Bayisinde Yaşanan Mağduriyet,“Gerçek anlamda problemin çözüleceğini asla düşünmüyordum. Bayii yaptığı hatayı kabul etmedi ama yine de zorlamam sonucunda paketi yükledi müşteri memnuniyeti adına. Cidden sevindim paketi geri yükledikleri için. Teşekkür ederim. Umarım bundan sonra kimseyi yanlış yönlendirmezler. Beni telefonla arayıp ilgilenen müşteri temsilcisine de çok teşekkür ederim.”
Turkcell Roaming Şikayeti - Yurt Dışındayken Kimse Bana Ulaşamıyor.,“Hızlı cevap ve bilgilendirme için teşekkür ederim”
Turkcell H*** H***** Karşı,“Sorun çözüldü teşekkürler”
Turkcell Haksız Cayma Bedeli İptali,“Uğradığım haksızlığın hızlı bir şekilde halledileceği sözünü aldığımdan dolayı Turkcell'e şimdiden çok teşekkür ediyorum.”
Turkcell Habersiz Alınan Abonelik Ücretleri,“Çözümlendi. teşekkürler ”
Turkcell Paycell Resmen Çökmüş Sorun Büyük,“Düzeltildi. Teşekkürler”
Turkcell Mağduriyet ( Ücret Alınıp İşlem Yapılmaması),“Teşekkürler Turkcell”
Turkcell'den Haksız Cayma Bedeli Şoku,"“Turkcell merkezine giderek sorunumu hallettim yine de beni aradılar, teşekkürler.”"
Turkcell Faturalı Hatlardaki Tarife Problemi,“Sorunumla çok güzel ilgilenildi ve çok kısa bir süre içerisinde dönüş yapıldı memnun kaldım. Teşekkürler...”
Turkcell Ek Paketler Çok Pahalı Ve Kullanmadan Bitiyor!,“Hemen dönüş yaptılar kayıtları dinlediler haklı olduğumu söylediler. Teşekkürler”
Turkcell Numaramı Esim Olarak Taşımak İstediğimde Esim Vermiyor,"“Hemen ertesi gün aradılar, ücretimin iade olacağı teyidini aldım. Hızlı bir çözüm oldu tekrardan teşekkürler.”"
Turkcell Şebeke Sorunu: Çözüm Beklerken Mağduriyet Artıyor,“Mağduriyetimin giderilmesinden dolayı teşekkür ederim.”
Turkcell GBT Yaptırmak Daha Kolay...,“Sorun çözüldü. Teşekkür ederim.”
Turkcell Yanıltıcı Fatura Ve Şüpheli Aramalarla Karşılaştık,“Konuyla ilgili ertesi gün dönüş yapıldı ve ücretimin iade edileceği söylendi. İlginiz için teşekkürler”
Turkcell Hattı Taşıma Sürecinde Yaşanan Sorunlar Ve Müşteri Memnuniyetsizliği,“Gereken hassasiyeti gösterdiklerinden dolayı Turkcell'e ve yetkililerine teşekkür ederim”
Turkcell WhatsApp Engel Yedim,“teşekkürler (thanx)”
Turkcell Kurumsal Müşteri Temsilcisi Ve Yeni Sim Kartı,"“Turkcell Müşteri Hizmetleri, Kalite Biriminden Yeliz Hanım ile görüşme sağladım. Yaklaşık 30 dakika kendisiyle görüştüm. Olayı ve geçmişte yaşadığımız sorunları tek tek aktardım. Kendisi inanılmaz güzel, nazik ve içtenlikle davranarak beni ikna etti. İstediğim şekilde bir pakete geçişimi sağladı. Yeliz Hanım'a ve Pelin Hanım'a çok teşekkür ediyorum. Onlar olmasaydı yarın başka operatöre geçiş sağlayacaktım. Kendilerine gerçekten şükranlarımı sunuyorum. Teşekkür ederim.”"
Turkcell Yurt Dışında Olmadığım Halde Fazladan Ücret Talebi,“Şikayetim için arandı ve düşürüleceğini 72 saat içerisinde gerçekleşeceği söylendi. Beklemedeyim. Ama hızlı bir çözümdü teşekkürler.”
Turkcell Yurt Dışı Kullanım Ücretleriyle Şaşkınlık,“Teşekkür ederim kısa sürede düzeltildi”
Turkcell GBT Yaptırmak Daha Kolay...,“Teşekkürler...”
"Turkcell Bu Elemanları Çok Mu Aradınız, Talimatları Siz Mi Verdiniz",“Teşekkürler bir daha sorun yaşamam umarım”
Turkcell Numara Taşıma Aktivasyon Sorunu,“Ürünüm gün içinde teslim edildi teşekkürler”
Turkcell Onayım Olmadan Habersiz İstediği Paketi Tanımladı,“Teşekkürler”
"Paycell Adını Kesinti, Lütfen Tarafıma İademi Sağlayın.",“Teşekkür ederim.”
Turkcell'in Baz İstasyonu Teklifi,“Teşekkür ederim Turkcell markasına ücret iadesi yapıldı”
Turkcell Kredi Kartıyla Ek Paket Alamıyorum,“Sorunum çözüldü param geri iade edildi teşekkür ederiz”
Turkcell Avrupa Gezgini Paketiyle Hayal Kırıklığı: Kosova Ve Montenegro Sürprizi,“Problem çözüldü. Teşekkür ederim.”
Turkcell Tarifesinde Asılsız İçerikler,"“Merhabalar, ücret iademi yaptılar, teşekkür ederim, ancak belirtmek isterim ki, bu işlemlerin insanları şikayet etme noktasına getirmeden, ilk etapta çözülebiliyor olması gerekir, şikayetim sonrası Turkcell sorunumla ilgilendi ve çözdü. Bir problemim kalmadı, iyi çalışmalar dilerim.”"
Turkcell WhatsApp Engel Yedim,“Kullanıcı talep ve kriterlerini dikkate alarak ekstra çalışma yapıp sorunu çözdüğünüz için teşekkürler Nisa hanım.”
Turkcell Paket Yükleme Hatası,“Teşekkürler sayenizde sorunum kısa zamanda çözüldü.”
Turkcell Fiber İnternet Teknik Servis Ücreti Şoku,“Hızlı geri dönüş ve çözüm için teşekkür ederim.”
Turkcell WhatsApp Engel Yedim,“Teşekkürler”
Turkcell Kullanımsız Paket Aşımı,“Ücret iadem gerçekleştirildi teşekkürler Turkcell”
Turkcell İn Oyundan Para Kesmesi,“Şikayetimi inceleyip çözüm sundukları için teşekkür ederim.”
Turkcell İnternetim Açılmıyor Faturamı Ödememe Rağmen,“İlgilendiğiniz için teşekkürler”
Turkcell Otomatik Ödeme İptalinde Yaşanan Sorunlar,"“Sorunum hemen çözüldü, teşekkürler.”"
Turkcell Bilgi Verilmeden Taahhüt Yenileme Yapmaları,“Sorunumuz çözüldü. Turkcell'e nezaketinden dolayı teşekkür ederim.”
Mağdur Olmak İstiyorsan Turkcell'e Geç!,“Temsilcim Azra hanıma teşekkürler”
Turkcell Açma Kapama Bedeli,“En kısa zamanda sorunu çözüme kavuşturdular teşekkür ederim”
Turkcell İnternet Yemesi Hakkında,“Yardımcı olduğunuz ve duyarlılığınız için çok çok teşekkür ediyorum size”
Turkcell'in Yurt Dışı Paketi Olmasına Rağmen Ekstra Faturalandırması,“Teşekkürler Turkcell”
Turkcell Kullanılmayan Hat İçin Yüksek Cayma Bedeli Şoku,“Direkt sorunsuz talebimin gerçekleşmesi sağlanmıştır. Teşekkürler Turkcell.”
Turkcell'İN Onaysız Yurt Dışı Ücret Eklemesi,“Teşekkürler”
Turkcell Afs Hukuk Bürosu Problemi,“Sorun çözüldü. İlginize çok teşekkürler.”
Turkcell Yurt Dışına Çıkmadan Yurt Dışı Kullanım Bedeli Talebi,“Yardımcı oldukları için teşekkür ediyorum”
Turkcell E-sim Geçişi Sonrası Çekim Sorunu Ve Müşteri Hizmetleri Yetersizliği,“Ücret iadesi yapıldı teşekkür ederim”
Turkcell'den Operatör Değişikliği İstiyorum,“Turkcell'den beni aynı gün içerisinde 2 saat sonra arayarak fizy üyeliğini iptal edip hiçbir ücret ödemeyeceğimi söylediler. Öncelikle yaşadığım sıkıntının bir pazarlama hatası olduğunu ve bence markanın bu pazarlama stratejisini değiştirmesi gerektiğini düşünüyorum ve tabi ki de hızlı çözüm için teşekkür ediyorum.”
Turkcell Bilgi Ve İstek Dışı Abonelik,“Teşekkürler sorun çözüldü”
Turkcell Ücretsiz Kulaklığı Ücretli Satılması,“Talebimi onayladılar memnun oldum teşekkürler”
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Müşteri temsilcisi hanımefendi beni bu konuda çok güzel aydınlattı çok ilgilendi çok yardımcı oldu teşekkür ederim Turkcell. Memnuniyetle kullanmaya devam edeceğim.”
Turkcell Fatura Tutarının Değişmesi,“Şikayetim çok hızlı bir şekilde çözümlendi Turkcell adına yakışanı yaptığı için kendilerine teşekkür ederim 🙂”
Turkcell Şikayetlerimiz İçin Muhatap Bulamıyoruz!,“Sorunum ile ilgilendiği için Turkcell e teşekkür ederim. Küçük hesaplar peşinde olmayan büyük bir marka olduğunu ispatlayarak beni yanıltmadığı için tekrardan teşekkür ederim.”
Turkcell Operatör Tarafından Atanan Yeni Numaranın Sorunları Ve Çözüm Talebi,“Turkcell Şikayetimle en kısa zamanda bana ulaşıp mağduriyetimi giderdikleri için teşekkürlerimi sunarım.”
Turkcell'in Hakkız Olarak Kazandığını Düşünüyorum,“Teşekkürler”
Turkcell Fatura Taahhüdü Sonrası Onay Almadan Tarife Yeniliyor,“Şikayetimvar.com a teşekkür ederim”
Turkcell İade Edilmeyen Ücret İlgisiz Marka,“Teşekkürler”
Turkcell Çekim Sorunu,“Müşteri hizmetleri ile sorunum çözüldü. Teşekkürler.”
Turkcell Hotspot Paketi Mağduriyeti,“Teşekkürler”
Turkcell'de Yeni Hat Aktivasyon Sorunları Ve Yetersiz Müşteri Hizmeti,"“Genel merkezden arayıp sorunun sebebini araştırdılar. Bana gönderilmiş olan sim kartın arızalı olması sebebiyle yeni bir sim kart çıkartıp gün içerisinde teslim ettiler, hattım açıldı.teşekkürler”"
Turkcell Haberim Olmadan Super Spor Paketi Yüklemiş,“Teşekkür ederim sorun çözüldü”
Mağdur Olmak İstiyorsan Turkcell'e Geç!,“Şikayet üzerine aranılarak gerekli bilgi verildi sorunum çözüldü teşekkürler”
Turkcell Fatura Hatası Ve Yetki Hatası,“Turkcell firmasi ofise e-sim için saha görevlisi arkadaşı göndererek çözdü. Yardımcı personele ilgisinden dolayı teşekkür ederim”
Turkcell Şikayetlerle İlgilenmiyor. Ödenen İcra 2017den Beri Kapanmadı,“Çok teşekkürler Turkcell ailesi”
Turkcell Müşteri Hizmetlerini Şikayet,“Turkcell den Bekir bey arayarak Portfun'un bilgim ve onayım dışında yaptığı abonelik için alınan 105+15 TL ücretini tarafıma bu ay ve önümüzdeki ay faturamdan düşülerek alınan ücretin iade edileceğini bildirdi... Turkcell'e teşekkürler... Turkcell lütfen bu şekilde aracı olarak abonelerinizi uzmeyin. Teşekkürler...”
Turkcell Yüksek Tutarlı Kesilen Fatura,"“Teşekkür ederim 
Turkcell ekibi
İyi bayramlar dilerim”"
Turkcell 360vrtube Sahte Abonelik,“Teşekkür ederim ilgi ve alakanıza.”
Turkcell Uygulamasına Giriş Yapamıyorum,“İlgilenip çözüm sağladığınız için teşekkür ederim.”
Turkcell WhatsApp Engel Yedim,“Çok teşekkür”
AVM Turkcell Bayisinde Yaşanan Mağduriyet,“Teşekkürler ederim ilgi alakanıza kolaylıklar dilerim”
Turkcell Paycell Aracılığı İle Mobil Aldatmaca,“Sonuçtan memnunum. Teşekkürler...”
Turkcell İki Operatör Yetkili Bayisi Numaramı Taşımadılar,“Çok teşekkür ederim.”
Turkcell Karar Ver Ek Paketi Sattın Bari Kullandır Ya Da İptal Et,“Müşteri temsilcisi sorunumu arayarak çözdü teşekkür ediyorum”
Fahiş Fiyatlı Turkcell Faturası ve Habersiz TV+Premium Üyeliği,“Hızlı çözüm için teşekkürler.”
Turkcell Bilmediğim Yerlerden Gelen Mesajlar,“Müşteri hizmetleri aradı ve çözümlendi müşteri temsilcisi çözdü.teşekkürler”
Turkcell Kurumsal Müşteri Temsilcisi Şikayeti,"“Problemimiz ile ilgilenerek mağduriyetimizi giderdiler. Sadece biraz geç dönüş olduğu için konunun üzerine ekstra gitmek zorunda kaldık, o yüzden 1 yıldız eksik verdim. Tekrardan tüm Turkcell ekibine teşekkürler.”"
Yurt Dışında Turkcell E-sim Pişmanlıktır,“Sorun çözüldü teşekkür ederim”
Turkcell Gizlice Fizy Paketi Ekleyip Cayma Bedeli Tahsil Ediyor,“Sorun çözüldü. Teşekkürler”
Turkcell Superbox Adres Değişikliği Yapmıyor,“Teşekkürler konu ile ilgilene arkadaşlara minnetarim”
Turkcell Aşmaz Tarife İle Müşteriyi Yanıltıyor.,“Teşekkürler sorun çözüldü.”
Turkcell Fahiş Fiyat Mağduriyeti!,“Sorunum çözüldü. Demet hanım'a teşekkür ederim.”
Turkcell'in Mobil Veri Hizmeti Yetersiz Ve Mağdur Ediyor,“Teşekkürler”
Turkcell 128k Gelmeyen Sim,“İşlemi hızlandırıp hemen çözüme kavuşturdular. Teşekkürler”
Turkcell Beklenmedik Üyelik Ve Haksız Ücretlendirme Sorunu,“Sorunum çözüldü teşekkürler”
"Turkcell'de Faturalı Hatta Geçtim, Geçmez Olaydım!",“Teşekkürler halledildi”
Turkcell'in Voip Mağduriyeti,“Benimle konuşan müşteri temsilcisi çok nazikti ve her şeyi anlayışla karşıladı sorun çözüldü.teşekkürler”
Turkcell 8 GB Bir Anda Çekmesi,“Teşekkür ederim”
Turkcell Veri İşleme İzni,“Problemimi Turkcell çözdü teşekkürler”
Turkcell'in En Zevk Aldığı Durumlar,“Sağ ol varol şikayetim var ailesi. Teşekkürler...”
Turkcell'in En Zevk Aldığı Durumlar,"“Gereken düzeltmeyi yaptığınız için teşekküre ederim 

iyi Çalışmalar.”"
Turkcell Yedek Sim Kart Aktivasyonu Problemi,“Teşekkürler vazgeçemediğim Turkcell ☺️”
Turkcell Kamu Tarifesine Geçtim Mağdurum,"“Öncelikle benimle iletişime geçen ablaya teşekkür ederim ilk defa bu kadar ilgili bir müşteri temsilcisi gördüm. Sorunu çok iyi halletti, keşke bir daha görüşebilsem.”"
Turkcell Yurt Dışında Hem Rezil Oldum Hem Ekstra 480 TL İstiyor,“Yardımcı oldular teşekkürler ederim”
Turkcell İptal Olan Hat,“Çok teşekkürler”
Turkcell Kişisel Verimin Rızam Dışında 3. Şahıslarla Paylaşılması,“Gerçekten çok kaliteli ve müşteri memnuniyetine önem veren bir firma. Teşekkür az bile kalır”
Turkcell Hat İptali Ve Haksız İnternet Harcamaları,“Müşteri temsilcisi telefonla ilgili ayarlamalar için yardımcı oldu ve fatura ücreti için yardımcı oldu kendisine teşekkür ederim”
Turkcell Yanıltıcı Satış Taktikleri Ve Faturaya Yansıtılan Ücretler,“Uzlaştık.teşekkürler”
Turkcell Sim Kart Aktifleştirme,“Teşekkürler kısa sürede ulaşıldı ve sorunum çözüldü”
Turkcell Müşteri Hizmetlerine Ulaşamamak,“Teşekkürler”
Turkcell Cep Telefonu İadesi,“Teşekkür ederim şikayet çözüldü”
Turkcell Yanıltıcı Fatura Ve Şüpheli Aramalarla Karşılaştık,“Hemen ücret iade edildi. Teşekkürler...”
Turkcell Onayım Olmadan Günlük 250 TL Ücretli Yurt Dışı Paketi Eklemiş,“Yüksek ilgi alakanıza teşekkürler.”
Turkcell Kamu Tarifesi Abonelik,“Sorunum çözüldü çok teşekkür ederim”
Turkcell De Şebeke Sorunu Konuşma Yapamıyorum,“Teşekkürler iade edildi tutarım”
Turkcell Operatör Değişikliği Sonrası Kaybolan Paycell Bakiyesi,“Gerekli bilgilendirme yapıldı Turkcell tarafından teşekkürler”
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Teşekkür ediyorum ilk hat açma kapama islemim olduğu ve bilmediğim için iade yapıldı.”
Turkcell Kullanımsız Paket Aşımı,“İlginize teşekkürler”
Turkcell Kontrat Yenileme Ve Akıllı Fatura Özelliği,"“Turkcell İletişim Merkezi'nden kısa sürede arandığım, sorunun çözüldüğü bilgisi verildiği için teşekkür ediyorum.”"
Turkcell WhatsApp Engel Yedim,“Sıkıntılı bir dönemde Turkcell'in sorunu hemen çözmesi güzel. Teşekkür ederim”
Turkcell 250gb İnternetim Nereye Gitti?,“Teşekkürler kısmen de olsa sorun çözüldü.”
Turkcell Yanlış Çekilen 40.999 TL İçin Acil Geri Ödeme Talebi,“Turkcell e çok teşekkürler”
Turkcell Hattımı Sabit Telefon İle Arayanlar Ulaşamıyor Neden,“Tarafıma dönüldü gerekli açıklama yapıldı konuyla ilgili yerlerle görüşüleceği bildirildi. Teşekkürler...”
Turkcell Faturasız Hat Aldım Hattımı Kapattılar,“Beklediğimden hızlı oldu sağ olun. Teşekkürler...”
Turkcell Hattım Tuşlu Telefonda Çalışmıyor,“Çok hızlı bir şekilde işlemleri gerçekleştirip sorunu çözdüğünüz için teşekkürler”
Turkcell Paket Aşımı Derdi,“Teşekkürler”
Turkcell Mağazasında Beklenmedik Ücret Farklılıkları Ve Sinir Bozucu Deneyim,“Ekran görüntü almak için ödeme yapmaya çalıştığımda uzun süredir yapamadığım ödemeyi ilk defa yapabildim. Sistem düzelmiş. Şikayeti dikkate aldığınız ve sorunu çözdüğünüz için teşekkürler.”
Turkcell Gökçeada Da Yurt Dışı Tarifesine Alması,“İletişime geçen beyefendiye ilgi ve alakası için teşekkür ederim çok ilgiliydi ve ücret iadesini gerçekleştirdi”
Turkcell Mağazasında Beklenmedik Ücret Farklılıkları Ve Sinir Bozucu Deneyim,“Arayan hanımefendi gayet kibar ve usulüne uygun olarak iletişime geçti bu seferlik ücret iadesi aldım fakat hala uygulamanın yanlış olduğunun arkasındayım. teşekkürler ”
Turkcell Avrupa Gezgini Paketiyle Hayal Kırıklığı: Kosova Ve Montenegro Sürprizi,“Teşekkürler”
Turkcell WhatsApp Engel Yedim,"“Is yoğunluğundan Adini unuttum çok özür diliyorum kendisinden, beni arayan Gülay hanimdi sanırım, Turkcell markasına değer katıyor kendisi. Hizmet kalitesi mükemmel. Kendisine çok teşekkür ediyorum.”"
Turkcell'in Baz İstasyonu Teklifi,“Teşekkürler”
Turkcell Borcumu Ödememe İzin Vermiyor.,“Teşekkürler”
Turkcell WhatsApp Engel Yedim,“Çok hızlı ve iyi yardımcı oldular 1 günde sorunumu çözüldü. Tekrardan teşekkür ederim.”
Turkcell Faturalı Hatlardaki Tarife Problemi,“İletişim etkili ve güzledi telafi edildi teşekkür ederim.”
Turkcell İnternetimin Çok Hızlı Tükenmesi,“Arayan müşteri temsilci gayet nazik ve yardımcı oldu.teşekkürler”
Turkcell Numara Taşıma Sorunu,“Turkcell'den hemen arayıp konuyla ilgili ilgilendiler çözüme ulaştırdılar teşekkür ederim”
Turkcell Arcadium Bayisi FİŞ/FATURA Vermemesi,“İletişime geçip sorunu çözen Turkcell destek ekibinden Mutlu hanıma çok teşekkür ederim.”
Tuzla Turkcell Şubesinde Hattımın Haksız Yere Kapatılması,“Şikayetim dikkate alınarak kısa süre içinde şahsıma dönüş yapıldığı için Turkcell ailesine teşekkür ederim.”
"Vodafone'dan Turkcell'e Geçiş Yaptım, Vodafone'lu Beni Arayamıyor.!",“Yardımcı olduğunuz ve çözüme kavuşturduğunuz için tesekkur ederim. Saygılarımla”
Turkcell Uygulaması Ve Müşteri Hizmetleri İlgisizliği,“Turkcell'e ben dönüt yaptığımda iptal edilmeyeceği söylenmişti ama bugün Şikayetvar'dan yönlendirilen arkadaş iptal etti aşırı ilgiliydi teşekkürler sorunum çözüldü”
Turkcell Kulaklık İadesi Şikayeti,“Teşekkürler.”
Turkcell Fatura İademi Yapmıyor,“Sorunum bir gün içerisinde düzeltildi teşekkür ederim”
Turkcell Fatura Durdurma Özelliği Sorunu Ve Mağduriyet,“Çok teşekkürler”
Turkcell Superbox Ek Paketle Fatura Şişirme,“Sevgili Öznur hanim çok ilgilendi güzel önerisi ve bilgi akışı için kendisine ve Turkcell e çok teşekkür ederim💜💜”
Turkcell Fahiş Fatura Tutarı,“Teşekkürler”
Turkcell'den Türk Telekom'a Geçtim Ama Ücret Kesildi,“Çok teşekkürler. Sorunum çözüldü”
Turkcell GBT Yaptırmak Daha Kolay...,"“İlgi ve alakanız için teşekkür ederim, bir nebze de olsa destek olmanız güzel bir şey”"
Turkcell'den Gelen Ne İdüğü Belirsiz Borç SMS'i,“Sorun çözüldü”
Turkcell Fatura Ödeme Mağduriyeti,“Teşekkür ederim ilgilenildi.”
Turkcell Kullanılmayan Hat İçin Yüksek Cayma Bedeli Şoku,“Sağlanan indirim için teşekkür ederim”
Turkcell'in Engellenen Numaralardan Gelen SMS Sorunu,“Teşekkürler”
Turkcell Fahiş Fiyatlı Tarifeler,“Teşekkür ederim”
"Paycell Adını Kesinti, Lütfen Tarafıma İademi Sağlayın.",“Geri dönüş sağlandı ve direk sorun çözüldü teşekkür ediyorum özellikle ilgilenen arkadaşıma.”
Turkcell'in Saçma Sapan 5 Dakikada Kaybolan Numara Havuzu,“Çok hızlı ve anlayışlı müşteri hizmetleri. Teşekkür ederim”
Turkcell'in Yurt Dışı Kullanım Ücretleri Şaşırtıyor,“Şikayetvar.com teşekkür ederim ayrıca Turkcell e teşekkür ederim şikayetim çözüm lendi”
Turkcell Hattını İptal Edemiyorum,“Teşekkürler”
Turkcell Abonelik Seçilen Paketi Taahhütsüz Onaylamış Düzeltme Yok.,“Sorunum çözüldü teşekkürler”
Turkcell Beni İlk Günden Mağdur Etti,“İlgi ve hızlı iletişim için teşekkür ederim”
"Turkcell Htp Click N Play, Facebook Da Bir Linke Tıklar Tıklamaz Mobil Ödeme",“Müşteri temsilcisi Ebrar hanıma ilgi ve alakası için çok teşekkürler”
Turkcell Kurumsal İletişim Kopukluğu,“Müşteri temsilcisinin bilgilendirmesinden ötürü teşekkür ederim”
Turkcell Hattımı Aktif 'Edemiyor',"“3 ay sonra nihayet sorunum çözüldü
Teşekkürler”"
Turkcell GBT Yaptırmak Daha Kolay...,“Teşekkürler”
Turkcell Müşteri Hizmetlerini Şikayet,"“Şikayetten sonra hızlı şekilde tarafıma ulaşıldı, birkaç gündür reklam pop-up mesaj çıkmıyor sanırım problem çözüldü. Emeği geçen herkese teşekkür ederim”"
Turkcell Akıllım Güvende Ödeme,“Teşekkür ederim”
Turkcell Haber Vermeden Taahhüt Yenilenmesi,"“Teşekkür ederim iki kez arayıp ilgilendiler sonuçtan memnun kaldım
Görüştüğüm iki müşteri temsilcisi de çok kibardı”"
Turkcell Fatura Saçmalığı Var,"“Yeni Youtube.com hesabı için geçerli olduğu söylendi, mevcut hesabınız varsa kart bilgisi girmeyin, hediye GB verdiler.teşekkürler”"
"Turkcell'de Faturalı Hatta Geçtim, Geçmez Olaydım!",“İletişiminiz için çok teşekkür ederim”
Turkcell'in Hatalı İşlemleri Ve Mağduriyetim,“Yardımcı oldular teşekkürler”
Turkcell De Çekme Problemi,“İlgilerinden dolayı teşekkür ederim. Bir de müşteri hizmetleri tarafından pop mesajlar kapatıldı bu da en güzel tarafı oldu sanırım.”
Turkcell Fatura Ücretlendirmesi Ve Paket Değişikliği Sorunu,“Bugün aranarak çözüm sağlandı. Teşekkür ederim ilginiz için.”
"Turkcell, Lifebox'a Yüklediğim Belgeleri Onayımı Almada Sildi.",“Şikayetimi bu kadar kısa sırada çözüldüğü için teşekkür ederim”
Turkcell Superbox İptal,"“İvedilikle şikayetim düzeltildi 
Turkcelli abonelerini düşünmeli 
Teşekkürler”"
"Kullanılmış Ama Yeni, Sıfır Gibi Satılan Turkcell Hattı",“Biraz geç oldu ama yinede teşekkür ederim...”
Van AVM Turkcell Şubesindeki Hizmet Kalitesi,“Başka operatörden geçmiş ve aynı sorunu orada da yaşamış biri olarak söylüyorum asla ilgilenmiyor diğerleri hızlı dönüş için teşekkür Turkcell”
Turkcell Hat Açma Kapama,“Kısa sürede şikayetim dikkate alındığı için ve işlem gerçekleştirildiği için teşekkür ederim”
"Turkcell Kullanılamayan ""e-sim"" Mağduriyeti",“Teşekkürler”
Turkcell Mağazasında Beklenmedik Ücret Farklılıkları Ve Sinir Bozucu Deneyim,“Teşekkürler sorun düzeldi”
