title,description
Turkcell İnternet Kotası Hatalı,"Data ölçümünde hata olmasına rağmen ek paket tanımlanmış, data kullanımı ölçüsünde hata olduğunu ve bunun incelenmesini talep etmeme rağmen müşteri hizmetleri delilleriyle ispatlayıp bize ekran görüntüsü atın diye cevap veriyor. Her ne hikmetse diğer operatörlerde fazlasıyla yeten internet paketi Turkcell'de yetmiyor ve ek paket kullandırmak zorunda bırakılıyor. Müşterinizin şikayetini bile işleme almak istemiyorsunuz. Ulaştırma Bakanlığına şikayet oluşturup dataları bilirkişice ölçmemi mi istersiniz yoksa faturamı mı düzeltirsiniz?"
Turkcell İnternet Paketi Hızlı Bitme Sorunu,"Turkcell İnternet paketim aşırı hızlı bitiyor. Başta ben fazla kullandığım için böyle oldu sandım fakat telefonu çok fazla kullanan birisi değilim ve genelde Wİ-Fİ'ye bağlıyım. Twitter'da bundan şikayetçi başka insanları görünce şikayetimde haklı olduğumu gördüm. Diğer operatörleri kullanırken internet paketim bitmiyordu, Turkcell'e geçtiğimden beri bu sorunu yaşıyorum. Bağlantı ve hız konusunda memnunum fakat bu problemi bir an önce çözmeleri gerekli, umarım dikkate alınır."
Turkcell Faturalı Hat Ücret Artışı Ve İnternet Paket Sorunu,Son 1 yıldır Turkcell faturalı süper 20 GB paketini 150 TL civarında aylık ödeme ile kullanıyordum. Kontratım bitti ve yeni paketleri inceliyorum. Turkcell'in 20 GB internet paketi ile sunduğu yeni paketin aylık ödemesi 450 TL. Aynı paket demeyelim diye 1000 dakika olan konuşma 2000 dakikaya çıkarılmış. Kardeşim ben dakikaları çok kullanmıyorum. Niye beni bu fiyata ve 2000 dakika olan pakete mecbur bırakıyorsun? Ülkemizde %200 enflasyon oldu da maaşlar %200 arttı da bizim mi haberimiz yok? Turkcell cebimize pişmanlık olmadan başka alternatiflere yönelme zamanı geldi.
Turkcell İnternet Yemesi Hakkında,"Turkcell'den 50 GB hotspot aldım ve tabletimde bir şeyler izledim. Mevcut paketimden GB'lar tükenmiş, hotspot ise kullanılmamış olarak duruyor. Farklı bir cihazda GB'ların hotspot üzerinden tükenmesi gerekiyordu ancak o hâlâ kullanılmamış durumda. Lütfen bir çözüm bulunmasını rica ediyorum. Bu sorun nasıl çözülecek?"
Turkcell Silinen İnternet Paketimi Geri İstiyorum,"Turkcell Superbox GO hattıma 532'yi arayarak 100 GB internet yüklemek için yaşadığım sorunları paylaşmak istiyorum. Hattıma tl yükledim ve Superbox GO için 100 GB internet paketi yüklemek amacıyla 7 farklı kişiyle görüşmek, birinden diğerine aktarılmak zorunda kaldım. Şu anda 35 dakikadır beklemekteyim. Benimle görüşen bir yetkili, bu işlemin ilk bağlandığımda da yapılabileceğini ve gereksiz yere birinden diğerine aktarıldığımı ifade etti. Altyapı olarak 20 yıl geride kalmış bir durum söz konusu. Mobil uygulaması para yükleme işlemine izin verirken, çok daha basit bir işlem olan 100 GB paket yüklemesinin uygulama üzerinden yapılamıyor olması hayal kırıklığı yaratıyor. Turkcell'in bu konudaki performansını ironik bir şekilde 'müthiş hizmet' olarak nitelendiriyorum. İlk iş olarak dört hattımı iptal etmeyi ve gerçekten hizmet alabileceğim başka bir GSM operatörüne geçmeyi düşünüyorum. 36. Dakikada konuya hakim gibi görünen bir kişiyle görüşmeye başladım, bakalım sonuç ne olacak. Bir ay süreyle paket yükleyebildim, üç ay olmadı. Adeta imkansızlıklar diyarındayız. 41. Dakikada sorunum çözüldü ve bu süreçte yaşadığım zaman kaybını gösteren bir görseli de ekledim."
Turkcell Hatalı Data Kullanım Ekstresi,"Son zamanlarda Turkcell hattında internet hızı sorunu yaşamaktayım. İnternet sorunu yüzünden faturalıdan faturasız hatta geçiş yaptım. Faturasız hatta geçiş yaptıktan sonra daha uygun fiyata internet paketi aldım borsa, oyun ve bankacılık işlemlerini yürütmek için. Fakat bağlantı hatası aldım sürekli. Müşteri hizmetlerini aradığımda internet erişimimin kısıtlandığını belirtti. Kısıtlamayı kaldırdıktan sonra internet hız testi yaptım. Download hızım gayet yeterliyken 4.5G ve 5G destekli telefonuma verdikleri upload hızı 10 Mbps. Olması gerekenden daha düşük bir upload hızı verilmiş. İnternet hızını download hızından ibaret sanan Turkcell'in bu konuya çözüm bulmasını istiyorum."
Turkcell İnternetin Çabuk Bitmesi,"Turkcell tarifemdeki internetin bitmesi sonucunda hiçbir talebim olmamasına rağmen tarafıma zorla 50,78TL tutarında internet paketi tanımlamıştır. Söz konusu ek pakete hiçbir şekilde talebim ve onayım yoktur. Ek paket kullanılmamıştır da. Paket tanımlanır tanımlanmaz Turkcell'i arayarak iptalini talep ettim ancak hiçbir şekilde kabul edilmedi. Müşteri hizmetlerini aradığımda şikayet kaydı dahi açmadılar. Turkcell mobil uygulama üzerinden şikayet kaydı oluşturduğumda geri arayarak söz konusu paketi iptal etmeyeceklerini ve parayı iade etmeyeceklerini belirttiler. Bu alınan para açık şekilde kanunsuzdur. Acilen iade edilmesini ve onayım dışında hiçbir paket tarafıma tanımlanmamasını talep ediyorum. Aksi halde sırasıyla yasal yollara başvurmaktan çekinmeyeceğim."
Turkcell Hotspot Paketinin İptali,"Turkcell yine aynı şekilde devam ediyor. Önce internet paketi tanımlayıp, sonrasında kullanımın sona erdiğine dair mesaj gönderiyorlar. Ben paketimin sona erdiğini bilsaydım, internetimi kapatırdım; ancak paketin bittiği bilgisi geç geliyor. Ek olarak tanımlanan 1 GB'ı iptal etmek istediğimde ise, bu mümkün olmuyor. Böyle bir durumla karşılaştığımı söylemek zorundayım."
Turkcell Mobil İnternetim Hızlı Bitti,"Merhaba, kullanmakta olduğum gnç Favorim 25 GB paketimin aylık paket yenilenmesinden 1 hafta önce interneti bitince benim isteğimin dışında haberim olmadan ""internet aşım 1 GB dan"" 60 TL'ye bir internet paketi tanımlanmış. Benim isteğim dışında tanımlanan bu paketin derhal iptal edilmesini istiyorum. Kullanmak istemiyorum."
Turkcell Paket İşlemleri Şikayeti,Turkcell dijital uygulamasından internet paketi satın alacağım alamıyorum sürekli. İşleminizi gerçekleştiremiyoruz lütfen daha sonra tekrar deneyiniz diye yazı geliyor ve her defasında yine deniyorum olmuyor internet satın alamıyorum Dijital uygulamasından lütfen yardımcı olun
Turkcell İnternetinin Çabuk Bitmesi,"17.04.2024 tarihinde bana Turkcell uygulamasından bir mesaj geldi. '9216 MB kaldı' diyor; yani 9 GB. 18.04.2024, yani bir gün sonra, internetimi kontrol ettiğimde en fazla 5 GB kullanmış olmama rağmen 4 GB'lık bir eksiklik fark ettim. Oysa hiçbir şey yapmadım. Ardından internet paketim bitti ve ek olarak Youtube.com paketim de olmasına rağmen saat 16:59'da 1 GB internet paketi satın aldım. Telefonla konuşuyordum o anda ve 3 dakika sonra gelen bir mesajda 1 GB'lık internetin bittiği belirtildi. Eğer paraya ihtiyacınız varsa ve bizim bundan haberimiz yoksa, bu durumu anlamak mümkün değil. Hayatım boyunca böyle bir sistemle karşılaşmadım."
Turkcell Kredi Kartlı Ek Paket Sistem Sorunu Ve Mağduriyet,Turkcell'in müşterilere sunduğu paketlerin yetersiz olduğunu düşünüyorum. Hangi boyutta internet paketi aldığınızın bir önemi kalmıyor; çünkü paketler hiçbir zaman yeterli olmuyor ve sürekli ek paket almaya yönlendiriliyorsunuz. Taahhüt sürem dolunca başka bir operatörü tercih edeceğim. Müşterileri bu şekilde görmeleri kabul edilemez.
Turkcell Superbox GO Satıp Yükleme Yapamayan Operatörlerle Dolu Hizmet!,"Telefon ekranıma Turkcell uygulamasından bir bildirim geldi. Kapatmaya çalıştım ancak kapanmadı. En sonunda şifreyi girerek işlemi tamamladım ve 'Kim Arıyor? ' aboneliği başlamış olduğunu gördüm. Bu hizmet için aylık 9,90 TL ücretlendirildiğini fark ettim. Aboneliği iptal ettirmek için aradım fakat iptal işlemi gerçekleştirilmedi."
Turkcell Hotspot 50gb Paketi Sorunu,"Sekiz yıllık Turkcell kullanıcısıyım. En son taahhütlü olarak kullandığım Star 20 GB internet paketi yeni dönemde bana 400-420 TL gibi bir rakama çıkıyor. Farklı bir arkadaşıma uygulamada Mega Plus 26 GB internet paketi (bana çıkmıyor) 400-420 TL gibi bir tutara sunuluyor. Sorduğumda mantıklı bir cevap alamadım. Bu nedenle Turkcell, bir müşteri daha kaybettin."
Turkcell İnternet Paketi Çok Hızlı Bitiyor,"Aldığım Turkcell paket bitmiş, bitmesine rağmen bana internet vermişler, 70 - 80 Tl civarında var olan bakiyemden düşülmüş. Ben niçin paket yapıyorum? Müşteri hizmetlerini aradım, benim sizinle olan anlaşmam paket. Bitince siz bana niçin internet sunuyorsunuz ki. Alay eder gibi konuşuyorlar. Bu böyledir her yerde diyor. Yahu ben bir hizmet alıyorum bitince siz bana niçin daha hizmet verirsiniz. Bu şekilde para kazananların Allah. Versin. Nasıl bir Müslümanlık bu yahu? Türk Telekom'da da internet paketi aldım, sayfa sayfa imzalattılar. İmzaladığım evrakların kolyesini istedim, yok veremeyiz diyorlar. Bu nasıl bir iştir yahu!"
Turkcell 50 GB Hotspot,"Birkaç defa 50 GB Wi-Fi hotspot internet paketi satın aldım ancak hiçbir bildirim almıyorum. Lütfen bu sorunun çözülmesini talep ediyorum. Instagram, WhatsApp, YouTube, e-posta, Gmail ve telefondaki diğer uygulamalardan hiçbir bildirim gelmiyor. Lütfen bu sorunu çözün."
Turkcell Faturasız İnternetim Bittikten Sonra Online Pakete 110 TL Zam,"Merhaba, ben 61 yaşında emekli bir kadınım ve insan olduğum için hata yaptım. İşlemi yapan arkadaş da beni uyarmadı. Bu ayki internet paketim erken bitti ve ben bir aylık alacağımı düşünürken, 9. günde bitecek olan paketimi daha fazla ücretle tekrar almış oldum. Hemen aradım, ancak önceki paketime dönemeyeceğim söylendi. 20 GB internet paketi 280 TL idi. Yine 20 GB almak istiyorum. Sadece Turkcell kullanan birisi olarak çözüm talebimin bulunacağına inancım tam ve güveniyorum. Sizden ricam, lütfen bir önceki paketin tekrar kullanıma açılması. Şimdiden teşekkürler."
Turkcell İnternet Paket Yanlışlığı,"Turkcell, internet paketinin bitimine yakın uyarı mesajı göndermiyor ve internet paketi bittikten sonra 1 GB aşım ücretini faturaya yansıtıyor. Her seferinde bu durumun yaşanması kabul edilemez. Turkcell'den bu sorunu çözmesini ve diğer müşterilere aynı durumun yaşatılmamasını talep ediyorum."
Turkcell İnternet Yemesi Hakkında,"Turkcell BİP uygulaması üzerinden 'boş yok' oyununda 3 GB internet için onay verdim. Fotoğrafta da görüldüğü üzere ancak bana 1 GB internet tanımlandı. 29,99 TL büyük para değil Turkcell, ancak kelime oyunu yaparak müşterilerinizi yanıltmanıza gerek yok. Neye onay verdiğim ve ne aldığım ortada. Yıllardır kullandığım operatörü değiştirme zamanım gelmiş. Çok teşekkürler."
Turkcell Gaming Oyunu Saçmalık,Bugün 50 GB hotspot internet paketi satın aldım ve 1 gün içerisinde bakiyemden 10 GB çekildi. Bu sorunun sebebini anlamadım. Youtube.com veya herhangi bir video uygulamasını kullanmadım. WhatsApp ve Telegram'ı sadece sohbet amaçlı kullandım. Umarım bu sorunu çözebilirsiniz.
Turkcell Onayım Dışında Paket Satımı,"Sayın yetkili, Turkcell faturam ve ek internet paketimle ilgili bir sorunum var. İnternet paketim bittiğinde haftalık ek internet paketi satın alıyorum ve bu paket çok kısa sürede, en fazla 15-20 dakika içinde tükeniyor. Bazen bu süre daha da kısa olabiliyor. Ek paket satın alarak faturamın artırılması ve internetimin hızlı bir şekilde tükenmesi kesinlikle yasal değil. Bu durum, faturamın haksız yere yükseltilmesine neden oluyor ve bu kabul edilemez. Bu sebeple itirazımı bildiriyor ve faturayı ödememe durumunda herhangi bir kısıtlama uygulanmamasını talep ediyorum. Hem maddi hem de manevi zarara uğratılmamam için gereğinin yapılmasını arz ederim."
Turkcell Fazla İnternet Tüketiyor,Turkcell 12 GB internet paketi için şu anki faturam 160TL ve bana önerilen fiyatlar çok pahalı. Tarifem üzerinden bana dedikleri ücret benim ödeyebileceğim bir ücret değil Anlaşmalı olduğum tarifemi değiştirmeyi düşünüyorum. Fiyatlar gerçekten yüksek; ben bir öğrenciyim ve faturamı her ay düzenli olarak ödüyorum. Ancak bu fiyatlar oldukça yüksek.
Turkcell Kullanmadığım İnternetin Anında Bitmesi,Turkcell ek internet paketleri anormal şekilde çok hızlı tükeniyor. Dün 10 GB ek paket aldım sabah uyandığımda ek paketim 2.5 GB eksildi Geceden-Sabaha. Telefonumda sürekli internet tüketen hiçbir uygulama yok. Yoğun internet kullanımı da yapmıyorum. Eğer çözüm bulunmazsa rakip bir firmaya hattımı taşımak zorunda kalacağım.
Turkcell'in Yüklü Paketler Üzerinden Maruz Bıraktığı Mağduriyet!,İnternet paketi çok hızlı bitiyor. Birkaç günde 20 GB internet nasıl bitebilir. Sürekli internette değiliz. Daha önce başka bir operatörde iken fazladan kalıyordu. Bu kesinlikle çözülmeli haksız kazanç sağlıyorsunuz. Aynı durumu iş yerinden arkadaşlarım da fark etmiş. Bu kadar kısa sürede yani 1 günde 5 GB yakın nasıl gidiyor gerçekten araştırılmalı.
Turkcell'in Voip Mağduriyeti,"Taahhüt yeniledim ve paketimi Mega+85 GB paketine yükselttim. Ancak yükselttikten sonra sosyal medya hesaplarıma giriş yaptığımda normal internetimden harcama oluyor. 45 GB internetim bitti fakat sosyal medya kullanımım hâlâ 38 GB gösteriyor. Müşteri hizmetlerini aradım ve bana, sorunumu çözmek yerine, 'Sosyal medya paketini kullanabilmeniz için şimdi yeni ek internet paketi almanız gerekiyor.' diyerek dalga geçer gibi bir yanıt verdi ve sorunumu çözmeye çalışmadı. Bunun üzerine yetkili birini istediğimde 'En yetkili benim.' diyerek cevap verdi. Son görüştüğüm temsilciden şikayetçiyim ve çağrıların dinlenmesini talep ediyorum. Ayrıca, sorunumun çözülmesini istiyorum."
Turkcell Kullanmadığım Halde Defalarca İnternet Paketi Tanımlanması,"Turkcell bayisinden şikayetçiyim. İki gün önce 60 GB'lık bir tarife yaptırdım. Kullanmama rağmen, 60 GB internetten sadece 7 GB kaldığını öğrendim. Gözlemlediğim kadarıyla, 15 saniyelik bir video izlediğimde 2 GB internet harcanıyor. Her ay önemli bir ödeme yapıyorum ve internet paketim çok çabuk tükeniyor. Kullanmadığım halde internet paketimin hızla bitmesine şikayetçiyim ve kullanmadığım internetimin geri yüklenmesini talep ediyorum. Aksi takdirde yasal yollara başvuracağım. İspat olarak, fotoğrafta gösterdiğim gibi, 12 dakika içinde yaklaşık 2 GB internet hiçbir şey yapmadan tükenmiş."
Turkcell Çok Fazla Pahalı,"Turkcell YouTube Premium hediyesini alamadım. Mevcut paketin 130 lira ve üstü paketlerde YouTube Premium iki ay ücretsiz kullanılabilir deniliyor; ancak tarifemi değiştirdim ama hediye kılavuzundan böyle bir hediye gelmedi, şikayetçiyim. Turkcell internet paketleri de oldukça pahalı."
Turkcell Superbox GO Satıp Yükleme Yapamayan Operatörlerle Dolu Hizmet!,"Turkcell uygulamasında veya Turkcell internet sitesinde paket yükleme işlemi gerçekleştiriyorum, 'Şu anda işleminiz gerçekleşmiyor.' şeklinde bir uyarı alıyorum. Sürekli aynı sorunla karşılaşıyorum. Lütfen bir an önce ilgilenir misiniz? Müşteri hizmetlerine ulaşamıyorum ve çok acil internet paketi yüklemem gerekiyor. En kısa sürede yardımınızı rica ediyorum."
Turkcell İnternet Anormal Bir Şekilde Hızlı Bitiyor,"Turkcell Genç tarifesinin neden internet paketi sunmadığını ve sürekli olarak ücretli paketler sunduğunu merak ediyorum. Artık bu durumdan sıkıldım ve hattımı değiştirmeyi düşünüyorum. Genellikle 1 GB veya 2 GB gibi küçük paketler bile ücretli oluyor. Lütfen bu sorunu çözün, aksi takdirde hattımı değiştirmek zorunda kalacağım. Sürekli ücretli hizmetlerden bıktım, bu sorunun çözülmesini istiyorum."
Turkcell'in Bilgi Vermeden Yıllık Abone Yapması Ve İnterneti Kesmesi.,Turkcell 532 müşteri hizmetleri tarafından başka operatörden Turkcell'e geçiş yaptım. Geçiş yapmadan önce elçi yakını paketini yaptırmak istediğimi belirttim. Müşteri temsilcisi elçi yakını paketi olarak tanımlatamıyorum ilk önce 1 GB internet paketi tanımladı sonrasında geçiş yaparsınız diye söylendi. Turkcell hattım aktif olduğunda elçi yakını 22gb paketi yapmak istediğimde müşteri temsilcisinin yaptığı 1 senelik 1 GB paket olduğundan dolayı geçiş yapamıyorum. Konu hakkında acil yardımlarınızı rica ederim.
Turkcell İnternet Paketlerinin Hızlı Tükenmesi,"Yakın zamanda telefonumu faturalı hattıma geçirdim ve 20 GB'lik bedava internet geldi. Güzel; fakat kendi ana faturamdaki 10 GB interneti hiç kullanılmamış, sadece hediye paketini kullanmışım. Bu gidişle ana paketimdeki internet çöp olacak. O yüzden sizden talebim, 10 GB'lik internet paketini kullanmamı sağlamanız. Ve bana açıklama yapınız. Neden kendi paketimi hiç kullanamıyorum?"
Turkcell İnternetin Çabuk Bitmesi,Turkcell hattımda 1 günde bitecek 2 GB internet vardı ve yüklemem gereken 3 GB boyunda video vardı.
Turkcell Hattıma Yüz Yüzden Fazla Zam Yaptı,"Turkcell sayesinde internet, arka planda hangi siteyse, sabaha karşı 6 GB internet harcıyor. Ekstradan 6 GB daha paket açtım ve ücreti alındı. Gece çocuk uyurken bu, tamamen yanlış bir uygulamadır. Paket aşımını ilk abonelikten neden açıyorsunuz? Bunu biliyorsunuz, paket aşımının otomatik olarak devamlı çekileceğini ve buradan siz de para kazanıyorsunuz. Ama o interneti araştırsak, o GB'ları çeken internet sitesinin yine Turkcell ile bağlantılı çıkacağından eminim. 'Biz bir şey yapamayız' diyorsunuz, ancak sizin yaptığınız en büyük yanlış, faturaları habersiz bir şekilde ek paket almaya açık yapmanızdır. Bu, ülkede trilyonlar eder ve yazıktır."
Turkcell Kampanyasından Yararlanamıyorum İnternet Meselesinden.,Turkcell ek aldığım İnternet paketi nasıl 12 saatlik hediye internetten önce bitiyor? Bu akıl işi mi cidden verdiğiniz hediye de bir işe yaramıyor 1 GB internet neye yeter? Hayır sürekli internet mi alacağız ek? Gerçekten burnumdan geldi keşke geçmeseydim Para tuzağısınız.
Turkcell Faturalı Hat Ücret Artışı Ve İnternet Paket Sorunu,"Merhabalar, 15.03.2024 tarihinde Turkcell operatörü tarafından mağdur edildiğimi düşünüyorum. 30 GB internet paketimde, resimlerde görüldüğü üzere 6144 MB kaldığını belirtmişler. Bununla da kalmayıp, ek 1 GB internet paketi kendi inisiyatifleriyle dört kez tanımlanmış ve bu durum 5-10 dakika içerisinde toplamda 6 GB ve ek olarak 4 GB internetimin tükenmesine sebep olmuş. Evde Wi-Fi ağına bağlı olduğum bir durumda bu durumun yaşanması kabul edilemez. Kullanım detaylarını görüntüleyemediğimizi, sadece aşımı görebildiğimizi belirttiler ve bu konuda bir talep oluşturduk. Ayrıca, akıllı paketim olmadığı halde, sözleşmede belirtilen bir maddeye dayanarak isteğim dışında bana ek paket tanımlamışlar. Sözleşmede bu durum belirtilmişse, sadece bir defalık onayımın olduğunu, diğer tanımlamalar için herhangi bir talepte bulunmadığımı belirtmek isterim. İzinsiz olarak tanımlanan ve ücretlendirilen hizmetler için ödeme yapmak istemiyorum. Yaşanan bu sorunların acilen düzeltilmesini ve giderilmesini talep ediyorum."
Turkcell Yanlış Paket Kullanımı,"Cep internet paketi kullanmadığım ve mobil verim hep kapalı olmasına rağmen sürekli hattımdan para kesiliyor. 1 KB bile olmayan internet kullanımlarının yapılmış gözüküyor. 3 haftadır sürekli 40 TL kesiliyor. Bu durumun neden kaynaklandığını öğrenmek, ve kesilen paraların iade edilmesini istiyorum."
Turkcell İnternet Çok Çabuk Bitiyor,"Turkcell'e geçmeden önce diğer operatörde 25 GB internet paketi kullanıyordum ve 4.5G hızında ay sonuna kadar 4 GB internetim kalıyordu. Turkcell'e geçtikten sonra aynı 25 GB internet paketini önceki kadar verimli kullanamıyorum; hemen tükeniyor. Bitmemesi için 3G kullanıyorum ama bu da fark etmiyor, su gibi tükeniyor. Kullanmaktan çekiniyorum çünkü paketin yenilenmesine daha 4 gün var. Eğer aynı durum tekrarlanırsa eski operatöre geri döneceğim. Turkcell'e geçmeyi düşünenler bu durumu göz önünde bulundursunlar."
Turkcell'in Voip Mağduriyeti,Turkcell hattıma ek internet paketi olarak mobil uygulamadan 10 GB internet 3 hafta 240 TL isimli paketi satın aldım. Sonrasında paket iadesi için 2200'a mesaj gönderebileceğimi öğrendim. 30 GB'lık pakete geçmeye karar verdiğim için iptal için kısa mesaj gönderdim. Fakat mobil uygulamada görünmeye devam edince müşteri hizmetlerini aradığımda bu SMS hizmetinin sadece paket yenilenmesini iptal ettiğini öğrendim. Henüz 10 GB'lık ek paketi kullanmadığım için iade hakkımın olduğunu düşünüyorum. Bu konuda yardımcı olmanızı istiyorum.
Turkcell İnternet Paketleri Sorunu,14.03.2023 tarihinde aylık kullanım 20 GB ta ulaşmayan paketimin bittiği mesajını gördüm. Mesaj düştükten sonra mobil veriyi kapattım bir süre sonra 1 GB 50 TL olan bir paket tanımlandı hattıma. Mobil verim kapalı olmasına rağmen 2 defa daha 1 GB gelen internetim bitti. Acaba benden kaynaklı mı eski internetim mi düşüyor diye 3 haftalık 10 GB internet paketi aldım ve tekrardan mobil verimi kapattım. Arada bir saat geçtikten sonra hiçbir şekilde kullanmadığım 10 GB internet kendiliğinden bitti. Akşam müşteri hizmetlerini aradığımda çalışma saatlerim içinde telefonu hiç elime almadığım mobil verimin kapalı olduğu saat diliminde Facebook a giriş yapıldığım daha sonra da bir saat boyunda görüntülü görüşme yapıldığım söylendi. Bunu benim yapmadığımı ısrarla söylememe rağmen hiçbir işlem yapılmadı. Ertesi gün dalga geçer gibi bana aylık 166 TL ödediğim faturamın paket aşımından dolayı 700 TL'ye çıktığı yeni paket almam için teklif verildi. Müşteri temsilcisine mağdur olduğumu mağduriyetimin giderilmesi için bir yol göstermesini ısrarla söyledim biz bu konuda hiçbir şey yapamayız isterseniz paket alın dendi. Turkcell kesinlikle güven kaybetti benim hattımdan benim kullanmadığım internetim neden bitti bir kişi bile cevap vermiyor. Mağduriyetimin giderilmesi için hiçbir şey yapılmıyor.
Turkcell Mobil İnternet Sorunum,"Cep internet paketi kullanmadığım ve mobil verim hep kapalı olmasına rağmen sürekli hattıma tanımlı internet paketi kullanımım bitiyor. 1 KB bile olmayan internet kullanımlarının yapılmış gözüküyor. Turkcell ile böyle bir sorun yaşayacağım aklıma gelmezdi. Müşteri temsilcisi hiç yardımcı olmadı sizi anlıyorum demekten başka anlıyor ama icraat? Bu durumun neden kaynaklandığını öğrenmek, ve nereye kullanıldığı bile belli olmayan internet paket kullanımının hattıma iadesini talep ediyorum."
Turkcell'den Yüklenen İnternet Paketleri Gelmiyor!,Bir gecede 40 GB internet kendi kendine bitiyor ve 6 adet 1 GB internet paketi yükleniyor. Bu sorunu acilen düzeltin. Şu an birçok kişide aynı sorun var. Bunu kimseye yapma hakkınız yok. Bu durumla ilgili gerek mahkeme yoluyla gerekse Hakem Heyeti nezdinde her türlü kurula başvuracağım. Turkcell'in pişmanlık olduğunu bize gösterdiğiniz için teşekkür ediyorum.
Turkcell Faturasız İnternetim Bittikten Sonra Online Pakete 110 TL Zam,"Paycell, iznim olmadan faturama 29 TL yansıtan bir üyelik için hesabımdan para çekmiş. Üye bile değilim, durumu anlayamadım. Ayrıca Turkcell'e 50 TL yükledim; oyun oynamak ve internet paketi almak için. 15 TL borcum olduğunu biliyordum, dolayısıyla hesabımda 35 TL kalması gerekirken, anlamadığım bir şekilde 45 TL çekilmiş. Bu durumun Turkcell tarafından düzeltilmesini talep ediyorum."
Turkcell Paket Kullanımında Anlaşılmaz Veri Tüketimi!,Turkcell paket yükletmek adına internet hızına tıklama getiriyor ve bunun tek çözümü internet paketi almak. İnsanlara paket satacağım diye hızlarından kısıyorlar. Halihazırda kullandığım Hotspot paketini yavaşlıktan ötürü kullanamıyorum. Gerçekten acınası. Telefon: 0535 320 6004
Turkcell İnternet Anormal Bir Şekilde Hızlı Bitiyor,"Turkcell kendi kendine ve ardı ardına bana 5 adet internet paketi tanımladı ve kendim kullanmadığım halde bitti ücretini yansıttı, mobil verim bile kapalıydı, konuyla ilgili müşteri hizmetlerini aradım kullanıldı olarak görüyorum diyorlar ama kullanmadım. Bir paketi tanımlıyor 1 dakika geçmeden bitti deyip ikinci paketi tanımlıyor. Resmen mağdur edildim. Ben bu faturayı nasıl ödeyeceğim."
Turkcell İnternet Paketi Yetmiyor Kullanım İle Tüketim Arasında Sorun Var,"Turkcell 555 ****5406 numaralı hattımda Maxi+20GB paketi tanımlıdır. Bugün bir anda tüm internet paketim bir anda bitti. Sallakazan 2 GB daha aldım ve o da anında yok oldu. Sonra bir 2 GB daha aldım ve o da bir anda yok oldu. Turkcell çağrı merkezinden aldığım bilgiye göre 2+3+6+3+2+2 olarak blok halinde dakikalar içinde 20 GB internetim yok olmuş durumda. Türkiye' de 4,5G üzerinde böyle bir internet hızı yok. Ben iş saatinde telefonu elime bile almadığım ve bilgisayarımda çalıştığım esnada hattımdaki 20 GB internet bir anda yok oluyor. Fakat Turkcell bana yapacak bir şey yok, siz harcamışsınız diyor. Bunun imkansız olduğunu kendileri de kabul etmesine rağmen yine de yapacak bir şey yok, kullanmışsınız diyorlar. Kendi sistemlerinden kaynaklı durumu bir an evvel düzeltmelerini rica ediyorum. Yeni bir internet paketi almak istesem o da bir anda yok olacak. Bir başka Turkcell hattım var ve o hatta böyle bir durum yok. Telefonlarımın ise birisi iPhone 12 ve diğeri 14 Pro Max. Derhal internetim iade edilsin ve bu sorun çözülsün."
Turkcell Geçişte Paket İptali,"Şu an 190 TL'lik faturalı hat kullanıyorum, sözleşme bitimine 1 ay kaldı. Bana özel en düşük tarife 400 TL'den başlıyor. Eğer bu durum düzeltilmezse, paket içeriği daha fazla olmasına rağmen yarı fiyatına olan t. T. A'ya geçiş yapacağım ve herkese de bu durumu anlatacağım. Şu an kullandığım paketin yarısı kadar internet paketi 400 TL'den başlıyor. En düşük 400 TL nedir? Şu an kullandığım pakete eş değer olan tarife 580 TL. Yüzde 100 ile 200 arasında zam yapılmış. Turkcell, bu milleti saf mi zannediyor, yoksa kendini vazgeçilmez mi görüyor?"
Turkcell En Merkezi Yerde Bile Çekmiyor,"Turkcell tarafından usulsüzce internet paketi yüklenmiş ancak internetler aktif edilmeden sadece 60 TL olarak üç sefer paket tanımlanmış. Oğlumun kullanmış olduğu hatta paket bittiği anda 1 GB internet paketi yüklemişler, üç dakika içinde üç paket daha yüklemiş gibi ücretlendirme yapmışlar. Turkcell'i arayıp şikayet ettiğimde, kullanımlarda olmasa da arka planda kullanıp bitirmiş olabileceğini söylediler. Beş dakikada 3 GB internet kullanıp bitirmek mantıklı mıdır? Bu durum kabul edilemez. İlk fırsatta operatör değiştireceğim."
Turkcell İnternet Hattıma Yüklenmedi.,Turkcell hattıma 10 GB ek internet paketi aldım sonrasında tarife paketimi güncellemeye karar verdim. Bana gelen mesajda ek paketi iptal için iptal yazıp 2222 ye göndermem gerektiği yazıyordu bende bunu paketi hiç kullanmadan hemen akabinde yaptım. Şimdi bu paketin bittiğini gördüm ve müşteri hizmetlerini aradım. Müşteri hizmetleri bana bizi arayıp iade isteseydiniz diyor. Bana bununla ilgili aramam gerektiği bilgisi verilmemişti aksine sadece iptal yazıp göndermem gerektiği mesajda yazıyordu. Mesaj görsellerini de ekliyorum. Bu paket ücretini kabul etmiyorum.
